instance,ps_objective,ps_time_sec,ps_nodes,apollo_best_objective,apollo_total_time_sec,apollo_mean_nodes,objective_gap_apollo_minus_ps,apollo_better
mini_ca_test_000,565.1200284543,0.01,1.0,565.1200284542538,1.4318506717681885,1.0,-4.6270542952697724e-11,False
mini_ca_test_001,546.9096225438,0.0,1.0,546.9096225438095,0.0315051078796386,1.0,9.549694368615746e-12,False
mini_ca_test_002,508.2527103644,0.0,1.0,508.25271036438056,0.0272135734558105,1.0,-1.944044925039634e-11,False
mini_ca_test_003,506.1177514933,0.0,1.0,506.11775149331464,0.0197474956512451,1.0,1.4665602066088468e-11,False
Average,531.6000282139499,0.0025,1.0,531.6000282139396,0.3775792121887207,1.0,-1.0345502232667059e-11,False
